Table_Number,Year,Measure,Age,Indigenous_Status,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.9,1.7,3.2,2.3,6.9,3.9,2.0,4.8,3.1
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.5,2.4,1.8,1.7,2.7,1.8,3.0,2.6,2.6
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.3,54.5,48.2,45.4,41.9,42.5,38.5,47.8,50.5
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.5,5.7,6.1,6.6,10.1,4.7,10.9,9.1,9.0
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.6,2.1,0.9,2.4,12.1,1.1,1.8,5.1,2.2
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.0,1.9,1.3,0.8,1.5,0.4,0.8,1.3
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.8,9.3,1.2,2.5,3.0,3.6,4.2,3.5,4.6
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.7,7.3,10.1,11.6,7.5,10.4,10.7,8.6,7.3
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.3,6.7,10.0,12.5,7.9,8.4,7.7,8.0,8.0
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,17.5,13.4,21.6,17.8,16.7,27.8,25.9,17.2,17.2
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.7,45.5,51.8,54.6,58.1,57.5,61.5,52.2,49.5
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.9,0.7,0.5,1.8,0.7,0.7,1.4,0.0,1.1
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,35.4,46.7,35.0,29.9,33.3,29.3,22.8,7.5,38.4
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.8,10.4,16.3,15.2,20.2,10.8,26.0,36.2,14.4
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.5,2.6,6.0,3.5,10.3,11.5,5.7,5.2,5.5
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.6,2.2,2.5,1.9,3.1,1.9,3.6,1.8,2.7
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,64.2,62.6,60.4,52.4,67.7,54.1,59.5,50.6,62.1
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.8,5.4,3.8,5.3,4.0,3.1,6.2,11.0,5.7
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,1.7,1.4,2.0,5.7,1.1,3.7,6.4,2.0
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.1,1.7,1.1,1.3,1.4,0.2,0.7,1.3
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.4,8.0,1.2,1.4,2.6,2.0,3.3,2.0,3.8
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,4.7,5.2,9.4,4.2,6.8,4.9,5.5,4.5
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.7,7.1,11.0,12.6,8.0,7.7,7.7,8.6,8.4
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,12.7,9.5,15.3,15.9,6.6,23.7,14.5,15.1,12.3
19A.33,2021-22,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,35.8,37.4,39.6,47.6,32.3,45.9,40.5,49.4,37.9
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Total,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,32738.0,39718.0,17872.0,5796.0,5826.0,3567,1482,1603.0,107261.0
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,1.3,0.5,1.7,1.4,1.3,0.8,0.4,1.4
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.0,38.0,32.7,27.9,25.1,30.8,27.5,6.9,33.0
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,9.7,9.2,8.6,9.6,7.9,5.7,13.0,38.9,9.6
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.9,1.7,3.2,1.8,4.4,2.6,1.8,7.4,2.9
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.1,2.8,1.9,1.5,2.4,1.8,2.9,1.9,2.6
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.7,52.9,46.8,42.6,41.2,42.2,46.0,55.6,49.5
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.0,5.1,6.1,5.9,9.6,5.2,5.6,8.2,8.5
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,1.8,1.2,1.8,2.0,1.0,0.9,4.8,1.6
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.2,1.2,1.4,2.0,0.7,1.5,1.1,1.4,1.3
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,8.0,1.1,2.3,4.2,3.8,3.2,2.3,4.2
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.0,8.1,10.7,11.9,10.3,9.4,12.5,5.2,7.9
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.6,8.0,9.9,14.1,10.5,8.2,5.6,8.2,8.6
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,17.9,14.9,22.8,19.5,21.6,28.7,25.2,14.3,18.3
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.3,47.1,53.2,57.4,58.8,57.8,54.0,44.4,50.5
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.7,0.9,0.4,1.6,1.1,1.3,1.3,0.4,1.1
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,36.5,44.5,37.4,29.9,31.9,30.9,27.7,7.4,38.3
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,16.5,11.6,15.9,16.6,22.3,12.5,20.2,43.6,15.4
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.1,2.5,6.3,3.3,10.1,9.1,5.4,7.4,5.6
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.1,2.4,2.2,1.4,2.5,2.4,4.4,1.3,2.5
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.9,62.0,62.3,52.7,68.0,56.1,58.9,60.0,63.0
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.5,5.7,4.4,5.3,4.2,3.4,5.3,9.6,5.5
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.9,1.5,1.6,1.5,5.7,1.0,3.9,11.0,2.0
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,1.1,1.4,1.1,0.8,1.6,1.3,0.6,1.2
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,6.7,1.2,1.4,2.9,1.9,2.5,1.6,3.4
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.7,4.4,4.8,8.0,2.5,5.8,5.1,1.8,4.0
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.7,8.3,10.5,14.4,8.9,8.2,6.5,6.8,8.8
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,12.3,10.4,13.8,15.5,7.0,21.9,16.5,8.4,12.1
19A.33,2020-21,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,34.1,38.0,37.7,47.3,32.0,43.9,41.1,40.0,37.0
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Total,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,32286.0,45698.0,19606.0,6448.0,5242.0,3637,1595,1775.0,114631.0
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.9,1.4,0.7,1.5,1.3,1.0,1.6,0.8,1.4
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.0,41.2,33.3,31.1,25.3,30.0,22.9,10.5,34.9
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,10.2,8.4,9.1,9.5,8.9,5.7,11.5,36.7,9.5
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.8,1.7,3.5,1.8,4.2,3.2,2.1,8.2,2.9
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.0,2.6,1.7,2.2,3.5,1.1,4.0,1.6,2.5
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.0,55.2,48.4,46.1,43.2,41.0,42.2,57.8,51.2
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,14.7,3.5,6.2,7.4,7.5,4.5,7.6,5.8,7.5
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.6,1.7,1.0,2.1,2.6,1.0,2.1,7.8,1.7
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.1,1.5,0.8,0.7,0.9,0.8,0.3,1.2
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.0,7.6,1.2,2.8,4.0,4.6,3.7,4.0,4.3
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.1,7.6,10.1,10.9,10.3,11.2,9.2,4.2,7.6
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.0,8.2,8.6,10.6,8.1,8.8,7.8,7.1,8.3
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,17.3,15.0,23.1,19.4,23.7,28.0,26.6,13.0,18.2
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.0,44.8,51.6,53.9,56.8,59.0,57.8,42.2,48.8
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,0.9,0.6,1.1,0.8,0.9,1.3,0.6,1.0
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,40.6,47.3,39.1,33.2,37.6,30.7,25.5,11.5,41.6
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.1,11.0,15.3,16.7,21.6,15.6,30.2,43.0,14.6
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.9,2.5,7.0,3.2,9.5,10.3,5.5,8.1,5.2
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.2,2.2,1.9,2.6,3.0,1.5,2.8,0.8,2.4
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,67.2,63.9,63.9,56.8,72.5,58.9,65.2,64.0,64.9
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Crisis,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,6.8,3.7,4.7,5.1,2.7,1.8,2.1,7.6,4.7
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Transitional Housing (incl. rent free),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,1.4,2.1,1.6,2.5,1.4,5.8,8.6,1.9
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Caravan park rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.3,1.1,1.4,0.9,0.9,1.0,0.6,0.3,1.2
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Institutional setting,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,1.5,6.3,1.2,1.7,3.5,2.4,2.6,2.3,3.5
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Improvised dwelling/sleeping rough,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.6,4.7,4.0,7.9,2.2,5.4,5.0,1.9,4.0
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Boarding/rooming house,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,7.2,8.5,8.2,9.5,8.3,8.6,5.6,4.4,8.0
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Other (no tenure),,,AIHW (unpublished) Specialist Homelessness Services Collection,%,11.1,10.6,14.5,16.6,7.3,20.4,13.1,11.0,11.9
19A.33,2019-20,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type after support,Non-independent housing,Total,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,32.8,36.1,36.1,43.2,27.5,41.1,34.8,36.0,35.1
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Total,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,34824.0,45201.0,20655.0,6611.0,5470.0,3640,1571,1726.0,117691.0
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Purchasing/purchased own home,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.1,1.3,0.9,2.3,1.4,1.1,0.9,0.6,1.5
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Private rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.8,40.5,32.1,33.4,26.6,30.9,20.8,10.0,34.7
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Public housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,9.8,8.4,9.3,10.4,8.2,5.8,13.9,39.3,9.5
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Community housing rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,3.6,1.6,3.3,2.4,3.6,2.7,3.1,6.8,2.8
19A.33,2018-19,Achievement of independent housing on exit,All ages,All people,Housing/accommodation assistance,,,Clients who needed assistance to obtain or maintain independent housing,Housing tenure type before support,Independent housing,Other rental,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,2.9,2.2,1.8,1.9,2.7,1.1,4.6,2.7,2.3
