"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11144","..","13050","..","10991","6828","..","16826","13557",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3836","..","2287","..","2122","3334","..","17329","8253",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","18317","..","10704","..","15411","6544","..","373","9655",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","15639","..","9156","..","8556","12789","..","27173","17723",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","33956","..","19860","..","23967","19333","..","27545","27378",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","..","..","179","..","0","13","..","0","39",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","37792","..","21967","..","26089","22653","..","44875","35591",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","26","..","..","..","53","na","..","186","81",""
"18A.49","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","48936","..","35018","..","37081","29481","..","61701","49148",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","4571","..","3257","..","1401","220","..","5231","14680",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11545","..","14551","..","16345","7527","..","17616","14773",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3808","..","2330","..","2114","3409","..","17902","8335",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","17715","..","10481","..","15522","6636","..","398","9564",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","15171","..","9059","..","8527","13403","..","27089","17401",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","32886","..","19540","..","24048","20039","..","27487","26965",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","0","..","188","..","0","15","..","0","42",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","36694","..","21682","..","26163","23434","..","45390","35258",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","39","..","..","..","66","na","..","276","117",""
"18A.49","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","48239","..","36233","..","42508","30893","..","62586","49880",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","4593","..","3282","..","1438","218","..","5168","14699",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11462","..","15065","..","15247","7773","..","21836","16229",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","3903","..","2442","..","2112","3443","..","18311","8461",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","18765","..","10402","..","14720","6770","..","385","9862",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","15615","..","9397","..","8641","13698","..","28232","17952",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","34380","..","19799","..","23360","20468","..","28617","27814",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","na","..","203","..","0","665","..","0","55",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","38283","..","22039","..","25472","23245","..","46928","36219",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","33","..","..","..","294","na","..","290","141",""
"18A.49","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","49744","..","37104","..","40720","31018","..","68764","52448",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Dwellings","","","","","","State and territory governments (unpublished)","no.","4618","..","3313","..","1534","222","..","5120","14807",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11589","..","13965","..","14619","7913","..","19342","15060",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Annual depreciation","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","4148","..","2519","..","2170","2800","..","18150","8400",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Land","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","18768","..","10515","..","13789","5871","..","396","9859",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Other assets","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","16197","..","9809","..","8434","10869","..","29166","18368",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Indicative user cost of capital","Total","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","34964","..","20324","..","22224","16740","..","29562","28228",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Interest payments","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","na","..","223","..","0","0","..","0","50",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Capital costs","Total","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","39112","..","22620","..","24394","19540","..","47712","36578",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Payroll tax","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","30","..","..","..","283","na","..","249","125",""
"18A.49","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","including the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","50701","..","36585","..","39013","27454","..","67054","51638",""
"18A.49","2016-17","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","11320","..","16136","..","12937","8584","..","na","13165",""
"18A.49","2015-16","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10310","..","17380","..","13344","8716","..","na","13176",""
"18A.49","2014-15","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10756","..","15342","..","14389","9094","..","na","12893",""
"18A.49","2013-14","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","2022-23 dollars","State owned and managed Indigenous housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","10392","..","12862","..","14177","9803","..","na","11871",""
"18A.50","2022-23","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","na","na","na","na","na","na","na","na","na",""
"18A.50","2021-22","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","3844","16941","13489","10180","12310","14723","6778","na","8989",""
"18A.50","2020-21","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","4696","17198","14559","10748","12672","18200","6291","na","9749",""
"18A.50","2019-20","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","4498","17029","15731","11640","9613","15109","7311","na","9446",""
"18A.50","2018-19","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","5393","15348","16211","12536","10095","17308","9051","na","10084",""
"18A.50","2017-18","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","7331","16506","15269","11445","9330","18818","9742","na","11304",""
"18A.50","2016-17","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","10879","15542","14969","10809","11978","14554","9055","na","12557",""
"18A.50","2015-16","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","14630","13758","14656","11377","12216","14474","5494","na","13630",""
"18A.50","2014-15","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","13895","16056","14973","11167","12944","15549","5728","na","14035",""
"18A.50","2013-14","Recurrent expenditure","All people","All areas","Community housing","2022-23 dollars","Community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","12328","10437","8624","11310","11401","np","7884","na","11002",""
"18A.51","2022-23","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","na","na","na","na","na","na","na","na","","na"
"18A.51","2021-22","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","8622","9293","18254","13769","na","3841","..","na","","13702"
"18A.51","2020-21","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","10145","9675","16628","11292","na","7168","..","na","","13097"
"18A.51","2019-20","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","12092","9863","17768","13041","na","6798","..","na","","14452"
"18A.51","2018-19","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","11958","9454","19626","13623","na","5489","..","na","","15215"
"18A.51","2017-18","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","10390","9861","16847","11821","na","6444","..","na","","13273"
"18A.51","2016-17","Recurrent expenditure","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","2022-23 dollars","Indigenous community housing","Real expenditure","per dwelling","Net recurrent expenditure","excluding the cost of capital","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$","11677","10307","13146","10746","na","7534","..","na","","11855"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","88.3","91.9","93.2","94.2","91.8","93.1","91.0","89.2","","91.5"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","10.1","5.0","3.2","4.5","5.9","5.8","5.3","7.6","","2.9"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing","","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.8","2.8","1.8","2.5","3.3","3.2","3.0","4.4","","1.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","79.3","86.9","93.2","87.5","90.3","88.4","88.3","83.8","","87.1"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","12.9","6.3","3.3","6.7","6.5","7.6","6.0","8.9","","3.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","8.3","3.7","1.8","3.9","3.7","4.4","3.5","5.4","","2.1"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","91.6","98.6","97.5","94.4","95.0","95.7","93.1","95.0","","95.4"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.5","2.0","2.0","4.8","4.7","4.7","4.6","5.1","","2.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.2","1.0","1.0","2.6","2.5","2.5","2.5","2.8","","1.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","74.7","84.5","85.9","83.8","83.9","88.1","79.0","81.4","","82.0"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","12.4","6.6","4.3","7.0","7.6","7.3","7.3","8.6","","3.8"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","8.5","4.0","2.6","4.3","4.6","4.3","4.7","5.4","","2.4"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","65.4","81.3","85.4","76.1","80.8","79.7","81.9","77.5","","77.4"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","13.3","7.1","4.5","8.3","8.1","9.2","7.0","9.9","","4.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Social and Economic participation","","","RSE","AIHW (unpublished) National Social Housing Survey","%","10.4","4.5","2.7","5.5","5.1","5.9","4.4","6.5","","2.8"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","65.5","76.7","83.4","82.2","79.2","79.6","74.6","71.0","","76.4"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","14.0","7.7","4.7","7.4","8.5","9.3","7.9","10.4","","4.3"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","Households with a member with disability","Wellbeing and Social connection","","","RSE","AIHW (unpublished) National Social Housing Survey","%","10.9","5.1","2.9","4.6","5.5","5.9","5.4","7.4","","2.8"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","93.0","94.9","96.1","96.2","94.7","94.1","94.2","95.3","","94.7"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.9","2.1","1.3","1.9","2.5","2.4","2.1","2.4","","1.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Wellbeing","","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.1","1.1","0.7","1.0","1.3","1.3","1.2","1.3","","0.6"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","86.8","90.9","94.3","94.2","91.6","91.8","92.4","93.9","","91.2"
"18A.52","2023","Self-reported benefits of living in social housing - Public housing","All people","All areas","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","All households","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.2","2.8","1.6","2.4","3.1","2.9","2.5","2.5","","1.6"
