DATE,MONTH,SEX,CLIENT GROUP,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL,NSW_POPULATION,VIC_POPULATION,QLD_POPULATION,WA_POPULATION,SA_POPULATION,TAS_POPULATION,ACT_POPULATION,NT_POPULATION,NATIONAL_POPULATION,NATIONAL_PER_10k,NSW_PER_10k,NSW_PROPORTION_OF_NATIONAL,NSW_PROPORTION_OF_NATIONAL_PER_10k,NSW_PROPORTION_OF_NATIONAL_POPULATION,NSW_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,VIC_PER_10k,VIC_PROPORTION_OF_NATIONAL,VIC_PROPORTION_OF_NATIONAL_PER_10k,VIC_PROPORTION_OF_NATIONAL_POPULATION,VIC_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,QLD_PER_10k,QLD_PROPORTION_OF_NATIONAL,QLD_PROPORTION_OF_NATIONAL_PER_10k,QLD_PROPORTION_OF_NATIONAL_POPULATION,QLD_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,WA_PER_10k,WA_PROPORTION_OF_NATIONAL,WA_PROPORTION_OF_NATIONAL_PER_10k,WA_PROPORTION_OF_NATIONAL_POPULATION,WA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,SA_PER_10k,SA_PROPORTION_OF_NATIONAL,SA_PROPORTION_OF_NATIONAL_PER_10k,SA_PROPORTION_OF_NATIONAL_POPULATION,SA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,TAS_PER_10k,TAS_PROPORTION_OF_NATIONAL,TAS_PROPORTION_OF_NATIONAL_PER_10k,TAS_PROPORTION_OF_NATIONAL_POPULATION,TAS_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,ACT_PER_10k,ACT_PROPORTION_OF_NATIONAL,ACT_PROPORTION_OF_NATIONAL_PER_10k,ACT_PROPORTION_OF_NATIONAL_POPULATION,ACT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,NT_PER_10k,NT_PROPORTION_OF_NATIONAL,NT_PROPORTION_OF_NATIONAL_PER_10k,NT_PROPORTION_OF_NATIONAL_POPULATION,NT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP
2022-04-30,Apr22,Total,Number of clients accommodated in short-term/emergency accommodation,2128.0,3956.0,3578.0,1415.0,398.0,519.0,341.0,554.0,12878.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,9.9,5.2,16.5,52.7,31.4,52.7,11.8,30.7,120.1,25.6,120.1,13.4,27.8,135.8,20.5,135.8,10.2,11.0,103.4,10.6,103.4,4.3,3.1,43.9,7.0,43.9,18.1,4.0,183.1,2.2,183.1,14.8,2.6,149.8,1.8,149.8,45.1,4.3,456.7,0.9,456.7
2022-04-30,Apr22,Male,Number of nights in short-term/emergency accommodation,18028.0,26349.0,37095.0,8537.0,2547.0,4038.0,2988.0,2120.0,101702.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,77.9,44.0,17.7,56.5,31.4,56.5,78.9,25.9,101.3,25.6,101.3,138.9,36.5,178.2,20.5,178.2,61.6,8.4,79.0,10.6,79.0,27.7,2.5,35.6,7.0,35.6,140.5,4.0,180.3,2.2,180.3,129.5,2.9,166.2,1.8,166.2,172.4,2.1,221.3,0.9,221.3
2022-04-30,Apr22,Total,Number of clients who have experienced family and domestic violence,7963.0,13290.0,3600.0,2850.0,1425.0,554.0,696.0,1107.0,31414.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,24.1,19.5,25.3,80.8,31.4,80.8,39.8,42.3,165.4,25.6,165.4,13.5,11.5,56.0,20.5,56.0,20.6,9.1,85.4,10.6,85.4,15.5,4.5,64.5,7.0,64.5,19.3,1.8,80.1,2.2,80.1,30.2,2.2,125.4,1.8,125.4,90.0,3.5,374.1,0.9,374.1
2022-04-30,Apr22,Male,Number of clients who have experienced family and domestic violence,2084.0,3143.0,891.0,546.0,275.0,119.0,185.0,238.0,7476.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,5.7,5.1,27.9,88.9,31.4,88.9,9.4,42.0,164.3,25.6,164.3,3.3,11.9,58.2,20.5,58.2,3.9,7.3,68.8,10.6,68.8,3.0,3.7,52.3,7.0,52.3,4.1,1.6,72.3,2.2,72.3,8.0,2.5,140.0,1.8,140.0,19.4,3.2,338.0,0.9,338.0
2022-04-30,Apr22,Total,Number of clients with problematic drug or alcohol issues,1626.0,2713.0,839.0,686.0,448.0,230.0,214.0,192.0,6939.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,5.3,4.0,23.4,74.7,31.4,74.7,8.1,39.1,152.8,25.6,152.8,3.1,12.1,59.1,20.5,59.1,4.9,9.9,93.1,10.6,93.1,4.9,6.5,91.8,7.0,91.8,8.0,3.3,150.6,2.2,150.6,9.3,3.1,174.5,1.8,174.5,15.6,2.8,293.7,0.9,293.7
2022-04-30,Apr22,Total,Number of clients with a current mental health issue,7922.0,9595.0,3330.0,1727.0,1667.0,1263.0,673.0,300.0,26442.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,20.3,19.4,30.0,95.5,31.4,95.5,28.7,36.3,141.8,25.6,141.8,12.5,12.6,61.5,20.5,61.5,12.5,6.5,61.5,10.6,61.5,18.2,6.3,89.6,7.0,89.6,44.0,4.8,217.0,2.2,217.0,29.2,2.5,144.0,1.8,144.0,24.4,1.1,120.4,0.9,120.4
2022-04-30,Apr22,Total,Number of clients financially assisted with payments for short term/emergency accommodation,168.0,1878.0,223.0,83.0,85.0,95.0,40.0,48.0,2618.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,2.0,0.4,6.4,20.5,31.4,20.5,5.6,71.7,280.4,25.6,280.4,0.8,8.5,41.6,20.5,41.6,0.6,3.2,29.8,10.6,29.8,0.9,3.2,46.1,7.0,46.1,3.3,3.6,164.8,2.2,164.8,1.7,1.5,86.4,1.8,86.4,3.9,1.8,194.6,0.9,194.6
2022-04-30,Apr22,Total,Number of indigenous clients,7169.0,4027.0,4808.0,2726.0,1629.0,434.0,358.0,2530.0,23617.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,18.1,17.5,30.4,96.8,31.4,96.8,12.1,17.1,66.7,25.6,66.7,18.0,20.4,99.5,20.5,99.5,19.7,11.5,108.7,10.6,108.7,17.7,6.9,98.0,7.0,98.0,15.1,1.8,83.5,2.2,83.5,15.5,1.5,85.8,1.8,85.8,205.8,10.7,1137.3,0.9,1137.3
2022-04-30,Apr22,Male,Number of clients who are at risk of homelessness,4021.0,5574.0,2125.0,855.0,1086.0,413.0,332.0,427.0,14806.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,11.3,9.8,27.2,86.6,31.4,86.6,16.7,37.6,147.2,25.6,147.2,8.0,14.4,70.1,20.5,70.1,6.2,5.8,54.4,10.6,54.4,11.8,7.3,104.3,7.0,104.3,14.4,2.8,126.7,2.2,126.7,14.4,2.2,126.9,1.8,126.9,34.7,2.9,306.2,0.9,306.2
2022-04-30,Apr22,Total,Number of nights in short-term/emergency accommodation,42948.0,63232.0,85235.0,19121.0,7532.0,9607.0,8923.0,5436.0,242034.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,185.5,104.9,17.7,56.6,31.4,56.6,189.4,26.1,102.1,25.6,102.1,319.1,35.2,172.1,20.5,172.1,137.9,7.9,74.4,10.6,74.4,82.0,3.1,44.2,7.0,44.2,334.4,4.0,180.3,2.2,180.3,386.8,3.7,208.6,1.8,208.6,442.2,2.2,238.4,0.9,238.4
2022-04-30,Apr22,Female,Number of indigenous clients,4412.0,2517.0,3033.0,1807.0,1021.0,266.0,202.0,1646.0,14853.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,11.4,10.8,29.7,94.7,31.4,94.7,7.5,16.9,66.2,25.6,66.2,11.4,20.4,99.8,20.5,99.8,13.0,12.2,114.5,10.6,114.5,11.1,6.9,97.7,7.0,97.7,9.3,1.8,81.3,2.2,81.3,8.8,1.4,76.9,1.8,76.9,133.9,11.1,1176.5,0.9,1176.5
2022-04-30,Apr22,Male,Number of clients accommodated in short-term/emergency accommodation,899.0,1788.0,1551.0,576.0,139.0,241.0,123.0,151.0,5465.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,4.2,2.2,16.5,52.5,31.4,52.5,5.4,32.7,127.9,25.6,127.9,5.8,28.4,138.7,20.5,138.7,4.2,10.5,99.2,10.6,99.2,1.5,2.5,36.2,7.0,36.2,8.4,4.4,200.3,2.2,200.3,5.3,2.3,127.3,1.8,127.3,12.3,2.8,293.3,0.9,293.3
2022-04-30,Apr22,Female,Number of clients with problematic drug or alcohol issues,827.0,1232.0,410.0,392.0,201.0,80.0,105.0,90.0,3333.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,2.6,2.0,24.8,79.1,31.4,79.1,3.7,37.0,144.5,25.6,144.5,1.5,12.3,60.1,20.5,60.1,2.8,11.8,110.7,10.6,110.7,2.2,6.0,85.7,7.0,85.7,2.8,2.4,109.0,2.2,109.0,4.6,3.2,178.2,1.8,178.2,7.3,2.7,286.7,0.9,286.7
2022-04-30,Apr22,Female,Number of clients with a current mental health issue,5297.0,5908.0,2115.0,1230.0,1089.0,733.0,413.0,182.0,16948.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,13.0,12.9,31.3,99.7,31.4,99.7,17.7,34.9,136.3,25.6,136.3,7.9,12.5,61.0,20.5,61.0,8.9,7.3,68.3,10.6,68.3,11.9,6.4,91.3,7.0,91.3,25.5,4.3,196.5,2.2,196.5,17.9,2.4,137.9,1.8,137.9,14.8,1.1,114.0,0.9,114.0
2022-04-30,Apr22,Female,Number of nights in short-term/emergency accommodation,24920.0,36883.0,48140.0,10584.0,4985.0,5569.0,5935.0,3316.0,140332.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,107.5,60.9,17.8,56.6,31.4,56.6,110.5,26.3,102.7,25.6,102.7,180.2,34.3,167.6,20.5,167.6,76.3,7.5,71.0,10.6,71.0,54.3,3.6,50.5,7.0,50.5,193.8,4.0,180.3,2.2,180.3,257.3,4.2,239.3,1.8,239.3,269.7,2.4,250.9,0.9,250.9
2022-04-30,Apr22,Female,Number of clients accommodated in short-term/emergency accommodation,1229.0,2168.0,2027.0,839.0,259.0,278.0,218.0,403.0,7413.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,5.7,3.0,16.6,52.9,31.4,52.9,6.5,29.2,114.3,25.6,114.3,7.6,27.3,133.6,20.5,133.6,6.1,11.3,106.5,10.6,106.5,2.8,3.5,49.7,7.0,49.7,9.7,3.8,170.3,2.2,170.3,9.5,2.9,166.4,1.8,166.4,32.8,5.4,577.1,0.9,577.1
2022-04-30,Apr22,Female,Number of clients who are homeless,6361.0,7640.0,4164.0,1769.0,1637.0,997.0,626.0,733.0,23883.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,18.3,15.5,26.6,84.9,31.4,84.9,22.9,32.0,125.0,25.6,125.0,15.6,17.4,85.2,20.5,85.2,12.8,7.4,69.7,10.6,69.7,17.8,6.9,97.4,7.0,97.4,34.7,4.2,189.6,2.2,189.6,27.1,2.6,148.3,1.8,148.3,59.6,3.1,325.8,0.9,325.8
2022-04-30,Apr22,Female,Number of clients who are at risk of homelessness,7399.0,9487.0,3698.0,2223.0,1998.0,564.0,405.0,978.0,26708.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,20.5,18.1,27.7,88.3,31.4,88.3,28.4,35.5,138.8,25.6,138.8,13.8,13.8,67.7,20.5,67.7,16.0,8.3,78.4,10.6,78.4,21.8,7.5,106.3,7.0,106.3,19.6,2.1,95.9,2.2,95.9,17.6,1.5,85.8,1.8,85.8,79.6,3.7,388.7,0.9,388.7
2022-04-30,Apr22,Male,Number of indigenous clients,2757.0,1510.0,1775.0,919.0,608.0,168.0,156.0,884.0,8764.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,6.7,6.7,31.5,100.3,31.4,100.3,4.5,17.2,67.3,25.6,67.3,6.6,20.3,99.0,20.5,99.0,6.6,10.5,98.7,10.6,98.7,6.6,6.9,98.6,7.0,98.6,5.8,1.9,87.1,2.2,87.1,6.8,1.8,100.7,1.8,100.7,71.9,10.1,1070.8,0.9,1070.8
2022-04-30,Apr22,Female,Number of clients who have experienced family and domestic violence,5879.0,10147.0,2709.0,2304.0,1150.0,435.0,511.0,869.0,23938.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,18.3,14.4,24.6,78.3,31.4,78.3,30.4,42.4,165.7,25.6,165.7,10.1,11.3,55.3,20.5,55.3,16.6,9.6,90.6,10.6,90.6,12.5,4.8,68.3,7.0,68.3,15.1,1.8,82.5,2.2,82.5,22.2,2.1,120.8,1.8,120.8,70.7,3.6,385.4,0.9,385.4
2022-05-31,May22,Male,Number of clients who have experienced family and domestic violence,2081.0,3166.0,939.0,574.0,308.0,129.0,185.0,237.0,7607.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,5.8,5.1,27.4,87.2,31.4,87.2,9.5,41.6,162.7,25.6,162.7,3.5,12.3,60.3,20.5,60.3,4.1,7.5,71.0,10.6,71.0,3.4,4.0,57.5,7.0,57.5,4.5,1.7,77.0,2.2,77.0,8.0,2.4,137.6,1.8,137.6,19.3,3.1,330.7,0.9,330.7
2022-05-31,May22,Female,Number of clients who are homeless,6440.0,7825.0,4286.0,1810.0,1783.0,1021.0,624.0,779.0,24516.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,18.8,15.7,26.3,83.8,31.4,83.8,23.4,31.9,124.8,25.6,124.8,16.0,17.5,85.4,20.5,85.4,13.1,7.4,69.5,10.6,69.5,19.4,7.3,103.4,7.0,103.4,35.5,4.2,189.2,2.2,189.2,27.1,2.5,144.0,1.8,144.0,63.4,3.2,337.3,0.9,337.3
2022-05-31,May22,Total,Number of clients who are homeless,11262.0,14225.0,7452.0,3046.0,3109.0,1803.0,1058.0,1390.0,43246.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,33.1,27.5,26.0,83.0,31.4,83.0,42.6,32.9,128.6,25.6,128.6,27.9,17.2,84.2,20.5,84.2,22.0,7.0,66.3,10.6,66.3,33.9,7.2,102.2,7.0,102.2,62.8,4.2,189.4,2.2,189.4,45.9,2.4,138.4,1.8,138.4,113.1,3.2,341.2,0.9,341.2
2022-05-31,May22,Male,Number of clients financially assisted with payments for short term/emergency accommodation,59.0,1051.0,93.0,19.0,23.0,25.0,15.0,1.0,1285.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,1.0,0.1,4.6,14.6,31.4,14.6,3.1,81.8,319.7,25.6,319.7,0.3,7.2,35.4,20.5,35.4,0.1,1.5,13.9,10.6,13.9,0.3,1.8,25.4,7.0,25.4,0.9,1.9,88.4,2.2,88.4,0.7,1.2,66.0,1.8,66.0,0.1,0.1,8.3,0.9,8.3
2022-05-31,May22,Male,Number of clients with problematic drug or alcohol issues,865.0,1521.0,441.0,326.0,262.0,157.0,113.0,93.0,3771.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,2.9,2.1,22.9,73.1,31.4,73.1,4.6,40.3,157.7,25.6,157.7,1.7,11.7,57.1,20.5,57.1,2.4,8.6,81.4,10.6,81.4,2.9,6.9,98.7,7.0,98.7,5.5,4.2,189.1,2.2,189.1,4.9,3.0,169.5,1.8,169.5,7.6,2.5,261.8,0.9,261.8
2022-05-31,May22,Total,Number of clients who are at risk of homelessness,11657.0,16030.0,5880.0,3336.0,3326.0,994.0,778.0,1416.0,43328.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,33.2,28.5,26.9,85.8,31.4,85.8,48.0,37.0,144.6,25.6,144.6,22.0,13.6,66.3,20.5,66.3,24.1,7.7,72.5,10.6,72.5,36.2,7.7,109.1,7.0,109.1,34.6,2.3,104.2,2.2,104.2,33.7,1.8,101.6,1.8,101.6,115.2,3.3,346.9,0.9,346.9
2022-05-31,May22,Male,Number of indigenous clients,2825.0,1583.0,1814.0,980.0,658.0,174.0,156.0,924.0,9096.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,7.0,6.9,31.1,99.0,31.4,99.0,4.7,17.4,68.0,25.6,68.0,6.8,19.9,97.4,20.5,97.4,7.1,10.8,101.4,10.6,101.4,7.2,7.2,102.8,7.0,102.8,6.1,1.9,86.9,2.2,86.9,6.8,1.7,97.0,1.8,97.0,75.2,10.2,1078.4,0.9,1078.4
2022-05-31,May22,Female,Number of nights in short-term/emergency accommodation,26776.0,38537.0,50574.0,11898.0,5314.0,5887.0,6137.0,3507.0,148630.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,113.9,65.4,18.0,57.4,31.4,57.4,115.4,25.9,101.4,25.6,101.4,189.3,34.0,166.3,20.5,166.3,85.8,8.0,75.4,10.6,75.4,57.9,3.6,50.8,7.0,50.8,204.9,4.0,179.9,2.2,179.9,266.0,4.1,233.6,1.8,233.6,285.3,2.4,250.5,0.9,250.5
2022-05-31,May22,Female,Number of indigenous clients,4545.0,2590.0,3003.0,2016.0,1059.0,272.0,205.0,1700.0,15341.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,11.8,11.1,29.6,94.5,31.4,94.5,7.8,16.9,66.0,25.6,66.0,11.2,19.6,95.6,20.5,95.6,14.5,13.1,123.7,10.6,123.7,11.5,6.9,98.1,7.0,98.1,9.5,1.8,80.5,2.2,80.5,8.9,1.3,75.6,1.8,75.6,138.3,11.1,1176.4,0.9,1176.4
2022-05-31,May22,Male,Number of nights in short-term/emergency accommodation,18953.0,28715.0,37715.0,8915.0,2678.0,4274.0,3286.0,2360.0,106896.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,81.9,46.3,17.7,56.5,31.4,56.5,86.0,26.9,105.0,25.6,105.0,141.2,35.3,172.4,20.5,172.4,64.3,8.3,78.5,10.6,78.5,29.2,2.5,35.6,7.0,35.6,148.8,4.0,181.6,2.2,181.6,142.5,3.1,173.9,1.8,173.9,192.0,2.2,234.4,0.9,234.4
2022-05-31,May22,Female,Number of clients who are at risk of homelessness,7597.0,10071.0,3701.0,2416.0,2119.0,557.0,425.0,994.0,27823.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,21.3,18.6,27.3,87.1,31.4,87.1,30.2,36.2,141.5,25.6,141.5,13.9,13.3,65.0,20.5,65.0,17.4,8.7,81.7,10.6,81.7,23.1,7.6,108.2,7.0,108.2,19.4,2.0,90.9,2.2,90.9,18.4,1.5,86.4,1.8,86.4,80.9,3.6,379.3,0.9,379.3
2022-05-31,May22,Total,Number of clients with a current mental health issue,8047.0,10032.0,3362.0,1783.0,1878.0,1305.0,689.0,312.0,27362.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,21.0,19.7,29.4,93.8,31.4,93.8,30.0,36.7,143.3,25.6,143.3,12.6,12.3,60.0,20.5,60.0,12.9,6.5,61.3,10.6,61.3,20.5,6.9,97.6,7.0,97.6,45.4,4.8,216.6,2.2,216.6,29.9,2.5,142.5,1.8,142.5,25.4,1.1,121.1,0.9,121.1
2022-05-31,May22,Male,Number of clients with a current mental health issue,2709.0,3856.0,1231.0,530.0,670.0,548.0,272.0,115.0,9910.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,7.6,6.6,27.3,87.2,31.4,87.2,11.5,38.9,152.1,25.6,152.1,4.6,12.4,60.7,20.5,60.7,3.8,5.3,50.3,10.6,50.3,7.3,6.8,96.1,7.0,96.1,19.1,5.5,251.2,2.2,251.2,11.8,2.7,155.3,1.8,155.3,9.4,1.2,123.2,0.9,123.2
2022-05-31,May22,Female,Number of clients financially assisted with payments for short term/emergency accommodation,149.0,1220.0,181.0,89.0,50.0,59.0,32.0,38.0,1816.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,1.4,0.4,8.2,26.2,31.4,26.2,3.7,67.2,262.6,25.6,262.6,0.7,10.0,48.7,20.5,48.7,0.6,4.9,46.1,10.6,46.1,0.5,2.8,39.1,7.0,39.1,2.1,3.2,147.6,2.2,147.6,1.4,1.8,99.7,1.8,99.7,3.1,2.1,222.1,0.9,222.1
2022-05-31,May22,Female,Number of clients with problematic drug or alcohol issues,885.0,1255.0,412.0,405.0,211.0,88.0,111.0,79.0,3444.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,2.6,2.2,25.7,81.9,31.4,81.9,3.8,36.4,142.4,25.6,142.4,1.5,12.0,58.5,20.5,58.5,2.9,11.8,110.7,10.6,110.7,2.3,6.1,87.1,7.0,87.1,3.1,2.6,116.1,2.2,116.1,4.8,3.2,182.4,1.8,182.4,6.4,2.3,243.5,0.9,243.5
2022-05-31,May22,Male,Number of clients who are homeless,4822.0,6400.0,3166.0,1236.0,1326.0,782.0,434.0,611.0,18730.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,14.4,11.8,25.7,82.1,31.4,82.1,19.2,34.2,133.6,25.6,133.6,11.9,16.9,82.6,20.5,82.6,8.9,6.6,62.1,10.6,62.1,14.4,7.1,100.6,7.0,100.6,27.2,4.2,189.6,2.2,189.6,18.8,2.3,131.1,1.8,131.1,49.7,3.3,346.3,0.9,346.3
2022-05-31,May22,Male,Number of clients who are at risk of homelessness,4060.0,5959.0,2179.0,920.0,1207.0,437.0,353.0,422.0,15505.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,11.9,9.9,26.2,83.5,31.4,83.5,17.8,38.4,150.2,25.6,150.2,8.2,14.1,68.7,20.5,68.7,6.6,5.9,55.9,10.6,55.9,13.1,7.8,110.6,7.0,110.6,15.2,2.8,128.0,2.2,128.0,15.3,2.3,128.8,1.8,128.8,34.3,2.7,288.9,0.9,288.9
2022-05-31,May22,Total,Number of clients accommodated in short-term/emergency accommodation,2311.0,4430.0,3660.0,1595.0,436.0,573.0,349.0,559.0,13898.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,10.6,5.6,16.6,53.0,31.4,53.0,13.3,31.9,124.6,25.6,124.6,13.7,26.3,128.7,20.5,128.7,11.5,11.5,108.0,10.6,108.0,4.7,3.1,44.6,7.0,44.6,19.9,4.1,187.3,2.2,187.3,15.1,2.5,142.1,1.8,142.1,45.5,4.0,427.0,0.9,427.0
2022-05-31,May22,Total,Number of indigenous clients,7370.0,4173.0,4817.0,2996.0,1717.0,446.0,361.0,2624.0,24437.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,18.7,18.0,30.2,96.2,31.4,96.2,12.5,17.1,66.8,25.6,66.8,18.0,19.7,96.3,20.5,96.3,21.6,12.3,115.4,10.6,115.4,18.7,7.0,99.9,7.0,99.9,15.5,1.8,82.9,2.2,82.9,15.6,1.5,83.6,1.8,83.6,213.4,10.7,1139.9,0.9,1139.9
2022-05-31,May22,Total,Number of clients who have experienced family and domestic violence,8077.0,13766.0,3750.0,3012.0,1532.0,545.0,686.0,1118.0,32408.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,24.8,19.7,24.9,79.5,31.4,79.5,41.2,42.5,166.0,25.6,166.0,14.0,11.6,56.5,20.5,56.5,21.7,9.3,87.5,10.6,87.5,16.7,4.7,67.2,7.0,67.2,19.0,1.7,76.4,2.2,76.4,29.7,2.1,119.8,1.8,119.8,90.9,3.4,366.2,0.9,366.2
2022-05-31,May22,Total,Number of clients financially assisted with payments for short term/emergency accommodation,208.0,2271.0,274.0,108.0,73.0,84.0,47.0,39.0,3101.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,2.4,0.5,6.7,21.4,31.4,21.4,6.8,73.2,286.3,25.6,286.3,1.0,8.8,43.2,20.5,43.2,0.8,3.5,32.8,10.6,32.8,0.8,2.4,33.5,7.0,33.5,2.9,2.7,123.0,2.2,123.0,2.0,1.5,85.8,1.8,85.8,3.2,1.3,133.5,0.9,133.5
2022-05-31,May22,Total,Number of clients with problematic drug or alcohol issues,1750.0,2776.0,853.0,731.0,473.0,245.0,224.0,172.0,7215.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,5.5,4.3,24.3,77.3,31.4,77.3,8.3,38.5,150.4,25.6,150.4,3.2,11.8,57.8,20.5,57.8,5.3,10.1,95.4,10.6,95.4,5.2,6.6,93.2,7.0,93.2,8.5,3.4,154.2,2.2,154.2,9.7,3.1,175.7,1.8,175.7,14.0,2.4,253.1,0.9,253.1
2022-05-31,May22,Total,Number of nights in short-term/emergency accommodation,45729.0,67252.0,88289.0,20813.0,7992.0,10161.0,9423.0,5867.0,255526.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,195.8,111.7,17.9,57.1,31.4,57.1,201.4,26.3,102.9,25.6,102.9,330.5,34.6,168.8,20.5,168.8,150.1,8.1,76.7,10.6,76.7,87.0,3.1,44.5,7.0,44.5,353.6,4.0,180.6,2.2,180.6,408.5,3.7,208.6,1.8,208.6,477.2,2.3,243.7,0.9,243.7
2022-05-31,May22,Female,Number of clients accommodated in short-term/emergency accommodation,1321.0,2353.0,2079.0,986.0,285.0,320.0,218.0,406.0,7962.0,4093234.0,3338799.0,2671102.0,1386408.0,918233.0,287325.0,230671.0,122937.0,13051019.0,6.1,3.2,16.6,52.9,31.4,52.9,7.0,29.6,115.5,25.6,115.5,7.8,26.1,127.6,20.5,127.6,7.1,12.4,116.6,10.6,116.6,3.1,3.6,50.9,7.0,50.9,11.1,4.0,182.6,2.2,182.6,9.5,2.7,154.9,1.8,154.9,33.0,5.1,541.3,0.9,541.3
