"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.3","1.1","1.5","0.8","0.7","0.9","0.8","0.3","1.2"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.0","7.6","1.2","2.8","4.0","4.6","3.7","4.0","4.3"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.1","7.6","10.1","10.9","10.3","11.2","9.2","4.2","7.6"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.0","8.2","8.6","10.6","8.1","8.8","7.8","7.1","8.3"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.3","15.0","23.1","19.4","23.7","28.0","26.6","13.0","18.2"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","50.0","44.8","51.6","53.9","56.8","59.0","57.8","42.2","48.8"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","0.9","0.6","1.1","0.8","0.9","1.3","0.6","1.0"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","40.6","47.3","39.1","33.2","37.6","30.7","25.5","11.5","41.6"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.1","11.0","15.3","16.7","21.6","15.6","30.2","43.0","14.6"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.9","2.5","7.0","3.2","9.5","10.3","5.5","8.1","5.2"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.2","2.2","1.9","2.6","3.0","1.5","2.8","0.8","2.4"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","67.2","63.9","63.9","56.8","72.5","58.9","65.2","64.0","64.9"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.8","3.7","4.7","5.1","2.7","1.8","2.1","7.6","4.7"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","1.4","2.1","1.6","2.5","1.4","5.8","8.6","1.9"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.3","1.1","1.4","0.9","0.9","1.0","0.6","0.3","1.2"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","6.3","1.2","1.7","3.5","2.4","2.6","2.3","3.5"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.6","4.7","4.0","7.9","2.2","5.4","5.0","1.9","4.0"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.2","8.5","8.2","9.5","8.3","8.6","5.6","4.4","8.0"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.1","10.6","14.5","16.6","7.3","20.4","13.1","11.0","11.9"
"19A.33","2019-20","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","32.8","36.1","36.1","43.2","27.5","41.1","34.8","36.0","35.1"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Total","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","34824","45201","20655","6611","5470","3640","1571","1726","117691"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","1.3","0.9","2.3","1.4","1.1","0.9","0.6","1.5"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.8","40.5","32.1","33.4","26.6","30.9","20.8","10.0","34.7"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","9.8","8.4","9.3","10.4","8.2","5.8","13.9","39.3","9.5"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.6","1.6","3.3","2.4","3.6","2.7","3.1","6.8","2.8"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.9","2.2","1.8","1.9","2.7","1.1","4.6","2.7","2.3"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","50.2","54.0","47.3","50.3","42.5","41.7","43.4","59.5","50.8"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","12.9","3.5","6.6","7.5","7.5","3.9","8.9","7.2","7.2"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.7","1.9","1.1","1.7","2.0","0.8","2.1","4.9","1.7"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.1","1.1","1.4","1.1","0.7","1.1","1.8","0.5","1.1"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","8.0","1.5","2.3","3.2","3.9","5.5","3.8","4.4"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.4","7.3","10.4","11.2","11.2","12.0","8.0","5.4","7.6"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.4","8.4","9.8","11.7","8.8","8.1","6.6","7.1","8.8"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.2","15.7","22.0","14.1","24.2","28.5","23.6","11.6","18.2"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","49.8","46.0","52.7","49.7","57.5","58.3","56.6","40.5","49.2"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.7","0.8","0.7","1.8","0.9","0.8","1.0","0.5","1.1"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","39.9","45.7","37.7","36.7","37.1","32.2","25.1","12.8","40.8"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.2","11.9","16.5","16.5","20.3","17.3","30.1","44.6","15.3"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.2","2.2","6.7","3.1","8.5","8.9","6.7","7.5","4.9"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.9","1.7","2.2","2.1","3.7","1.6","4.0","1.8","2.3"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","65.9","62.4","63.8","60.3","70.5","60.7","67.0","67.2","64.4"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.5","3.1","4.7","6.9","3.6","2.3","4.7","7.2","4.6"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.4","1.6","2.1","1.6","1.8","1.4","2.7","6.8","2.0"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.2","1.1","1.2","1.1","0.8","1.2","0.2","0.3","1.1"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.8","6.7","1.3","1.4","2.3","2.2","3.6","1.8","3.5"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.9","5.0","4.6","7.0","3.1","5.8","4.6","2.5","4.2"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.6","9.0","9.2","10.7","8.8","8.0","5.8","5.2","8.5"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.8","11.1","13.2","11.1","9.0","18.4","11.4","8.9","11.7"
"19A.33","2018-19","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.1","37.6","36.2","39.7","29.5","39.3","33.0","32.8","35.6"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Total","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","32741","43534","19914","5507","5117","3650","1713","1709","111852"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.0","1.2","0.9","2.0","1.3","1.3","1.4","0.6","1.4"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.3","39.6","31.5","34.6","25.6","30.6","25.6","12.2","34.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","9.8","8.1","9.5","8.4","8.4","6.4","16.0","43.8","9.5"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.3","1.6","3.7","1.2","3.9","3.9","2.5","4.4","2.7"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.3","2.4","1.7","1.5","2.7","2.0","4.6","1.5","2.5"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","49.6","52.9","47.3","47.6","41.9","44.2","50.1","62.6","50.3"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.6","4.0","7.3","6.9","5.4","4.0","9.7","5.2","7.6"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","2.2","1.2","2.6","2.5","0.7","1.2","3.9","1.8"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.4","1.4","1.4","1.3","0.8","0.9","0.8","0.3","1.3"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.2","6.0","1.5","2.8","3.6","4.0","2.7","4.1","3.7"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.4","7.8","11.2","12.0","11.1","11.1","9.1","4.2","8.0"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.1","9.7","8.6","13.1","11.0","7.2","5.0","8.4","9.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.1","15.9","21.5","13.6","23.9","27.9","21.3","11.3","18.2"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","50.4","47.1","52.7","52.4","58.1","55.8","49.9","37.4","49.7"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.5","1.0","0.6","1.5","0.7","0.8","1.1","0.4","1.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","40.4","43.4","37.0","37.6","37.9","32.4","21.5","13.9","39.9"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.3","12.0","17.6","15.7","18.1","16.8","37.0","51.0","15.6"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.8","2.7","7.1","2.5","8.6","9.8","5.7","4.2","5.0"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.2","1.9","2.4","1.5","3.8","1.5","4.5","1.2","2.5"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","66.2","61.1","64.7","58.8","69.1","61.2","69.8","70.8","64.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.2","3.6","4.4","6.7","3.0","3.4","3.2","6.5","4.6"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.2","2.1","2.5","2.0","1.5","1.4","2.0","4.5","2.2"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.3","1.2","1.1","1.2","0.6","0.8","0.8","0.2","1.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.7","4.6","1.3","1.5","2.7","2.2","2.3","1.1","2.8"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.8","5.3","4.5","7.8","3.4","5.8","3.7","1.8","4.3"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.7","10.3","9.3","11.9","9.5","7.6","6.3","7.2","9.1"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","12.0","11.9","12.2","10.1","10.2","17.5","11.7","7.9","11.9"
"19A.33","2017-18","Achievement of independent housing on exit","All ages","All people","Housing/accommodation assistance","","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","33.8","38.9","35.3","41.2","30.9","38.8","30.2","29.2","35.9"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Total","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10477","4306","6239","2157","1309","583","213","1028","25810"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Purchasing/purchased own home","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.5","0.1","0.6","0.7","0.4","0","0","0.5"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Private rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.7","26.7","24.0","13.7","12.2","26.2","7.6","5.1","21.8"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Public housing rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","15.4","17.0","13.2","16.4","16.5","7.6","15.9","36.8","16.0"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Community housing rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.8","3.2","3.7","4.8","9.2","3.4","1.8","5.4","4.9"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Other rental","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.8","2.1","2.4","1.9","2.1","2.4","1.2","2.7","2.8"
"19A.34","2021-22","Achievement of independent housing on exit","All ages","Aboriginal and Torres Strait Islander people","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Aboriginal and Torres Strait Islander clients","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type before support","Independent housing","Total","","AIHW (unpublished) Specialist Homelessness Services Collection","%","48.4","49.5","43.4","37.4","40.7","40.0","26.5","50.0","46.0"
